	title	authors	average_rating	isbn	isbn13	language_code	  num_pages	ratings_count	publication_date	publisher
6929	The Classical World: An Epic History from Homer to Hadrian	Robin Lane Fox	3.91	0465024963	9780465024964.0	eng	672.0	1315.0	10/9/2006	Basic Books
6931	The Coalwood Way: A Memoir  (Coalwood  #2)	Homer Hickam	4.14	0440237165	9780440237167.0	eng	400.0	1193.0	9/4/2001	Island Books
6932	Man's Search for Meaning	Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade	4.36	0807014273	9780807014271.0	eng	165.0	3023.0	6/1/2006	Beacon Press
6933	Man's Search for Meaning	Viktor E. Frankl/Ilse Lasch/Gordon W. Allport	4.36	1844132390	9781844132393.0	eng	160.0	1959.0	5/6/2004	Rider
6934	Good Grief: The Story of Charles M. Schulz	Rheta Grimsley Johnson	3.72	0886875536	9780886875534.0	eng	256.0	20.0	12/31/1989	Pharos Books
6935	Peanuts: The Art of Charles M. Schulz	Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear	4.38	0375714634	9780375714634.0	eng	368.0	592.0	10/28/2003	Pantheon
6936	Autobiography of a Yogi	Paramahansa Yogananda	4.23	8120818946	9788120818941.0	eng	516.0	9.0	10/1/2002	Motilal Banarsidass
6937	To the Last Man: A Novel of the First World War	Jeff Shaara	4.22	0345461363	9780345461360.0	eng	636.0	4809.0	8/30/2005	Ballantine Books
6938	African Nights	Kuki Gallmann	3.8	0060954833	9780060954833.0	eng	336.0	313.0	3/22/2000	William Morrow Paperbacks
6939	Angels & Demons (Robert Langdon  #1)	Dan Brown	3.89	0743486226	9780743486224.0	eng	572.0	5738.0	7/28/2003	Atria Books
6940	Letters of St. Augustine	Augustine of Hippo	4.36	0800730305	9780800730307.0	eng	255.0	20.0	3/1/1992	Fleming H. Revell Company
6941	Love and Saint Augustine	Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark	3.91	0226025977	9780226025971.0	eng	254.0	95.0	4/26/1998	University of Chicago Press
6942	Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free	Sophie Braimbridge/Erica Jankovich	2.62	1584794941	9781584794943.0	eng	144.0	2.0	4/1/2006	Harry N. Abrams
6943	Me vs. Me	Sarah Mlynowski	3.67	0373895887	9780373895885.0	eng	311.0	1725.0	7/25/2006	Red Dress Ink
6944	Spells & Sleeping Bags (Magic in Manhattan  #3)	Sarah Mlynowski	4.05	0385733879	9780385733878.0	eng	324.0	4370.0	6/26/2007	Delacorte Books for Young Readers
6945	Bras & Broomsticks (Magic in Manhattan  #1)	Sarah Mlynowski	3.73	0385731841	9780385731843.0	en-GB	310.0	8709.0	6/13/2006	Delacorte Press
6946	Monkey Business	Sarah Mlynowski	3.67	0778300854	9780778300854.0	eng	400.0	1.0	4/15/2005	Mira books
6947	Frogs & French Kisses (Magic in Manhattan  #2)	Sarah Mlynowski	3.97	0385731825	9780385731829.0	eng	288.0	4863.0	6/13/2006	Delacorte Press
6948	Big Anthony and the Magic Ring	Tomie dePaola	4.1	0156119072	9780156119078.0	en-US	32.0	462.0	4/25/1979	HMH Books for Young Readers
6949	Patrick: Patron Saint of Ireland	Tomie dePaola	4.08	0823410773	9780823410774.0	en-US	30.0	89.0	1/1/1992	Holiday House
6950	The Rattle-Rat	Janwillem van de Wetering	3.97	1569471037	9781569471036.0	eng	293.0	174.0	7/1/2003	Soho Press
6951	Robert Van Gulik: His Life His Work	Janwillem van de Wetering/Arthur P. Yin	3.57	156947124X	9781569471241.0	eng	149.0	39.0	7/1/1998	Soho Press
6952	Revolutionary Girl Utena  Vol. 2: To Plant	Chiho Saito	4.0	1591162068	9781591162063.0	eng	200.0	1292.0	3/10/2004	VIZ Media LLC
6953	Revolutionary Girl Utena  Vol. 3: To Sprout	Chiho Saito/Be-Pas	4.05	1591162076	9781591162070.0	eng	200.0	1153.0	2/4/2004	VIZ Media LLC
6954	Revolutionary Girl Utena  Vol. 4: To Bud	Chiho Saito	4.06	1591160685	9781591160687.0	eng	192.0	1060.0	10/1/2003	VIZ Media LLC
6955	Revolutionary Girl Utena  Vol. 5: To Blossom	Chiho Saito/Lillian Olsen/Be-Papas	4.02	1591161452	9781591161455.0	eng	168.0	1017.0	3/3/2004	VIZ Media LLC
6956	The Enneads	Plotinus/Stephen MacKenna/John M. Dillon	4.06	014044520X	9780140445206.0	eng	688.0	2481.0	6/27/1991	Penguin Classics
6957	Ennead IV (Plotinus IV)	Plotinus/A.H. Armstrong	4.52	0674994884	9780674994881.0	eng	464.0	27.0	1/1/1984	Loeb Classical Library 443
6958	Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2)	Karl Jaspers/Ralph Manheim	3.92	0156075008	9780156075008.0	eng	138.0	42.0	10/23/1974	Harvest Books/Harcourt
6959	The Cultural Cold War: The CIA and the World of Arts and Letters	Frances Stonor Saunders	4.01	1565846648	9781565846647.0	eng	509.0	13.0	4/1/2001	The New Press
6960	Trust Fund	Stephen W. Frey	3.72	0345428307	9780345428301.0	eng	358.0	607.0	1/2/2002	Fawcett Books
6961	The Chairman (Christian Gillette  #1)	Stephen W. Frey	3.98	0345457617	9780345457615.0	eng	415.0	2173.0	12/27/2005	Fawcett Books
6962	The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries)	Carole Marsh	3.61	0635034700	9780635034700.0	eng	128.0	27.0	3/6/2006	Gallopade International
6963	The Mystery in the Rocky Mountains	Carole Marsh	3.73	063502389X	710430023622.0	eng	145.0	34.0	4/1/2001	Carole Marsh Mysteries
6964	The Mystery on the Mighty Mississippi	Carole Marsh	3.5	0635023911	710430023639.0	eng	142.0	26.0	4/1/2001	Carole Marsh Mysteries
6965	Medal of Honor: Rising Sun (Prima's Official Strategy Guide)	Mark Cohen	3.67	0761542914	9780761542919.0	eng	96.0	3.0	11/18/2003	Prima Games
6966	The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide)	Peter Olafson	4.29	076155548X	9780761555483.0	eng	432.0	57.0	9/10/2007	Prima Games
6967	Social Intelligence: The New Science of Human Relationships	Daniel Goleman	3.98	0553803522	9780553803525.0	eng	403.0	10327.0	9/26/2006	Bantam Books
6968	The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis	Daniel Goleman/Warren Bennis	3.82	1593979746	9781593979744.0	eng	0.0	11.0	11/14/2006	Macmillan Audio
6969	Emotional Intelligence: Why It Can Matter More Than IQ	Daniel Goleman	4.01	055380491X	9780553804911.0	eng	384.0	63501.0	9/26/2006	Bantam
6970	Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health	Daniel Goleman	4.04	1590300106	9781590300107.0	eng	288.0	302.0	1/14/2003	Shambhala
6971	The MacMillan Bible Atlas	Yohanan Aharoni/Michael Avi-Yonah	4.32	0025006053	9780025006058.0	en-US	215.0	14.0	3/17/1993	Webster's New World
6972	Paris 1919: Six Months that Changed the World	Margaret MacMillan/Richard Holbrooke	4.08	0375760520	9780375760525.0	eng	570.0	9679.0	9/9/2003	Random House Trade
6973	Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians	Xenophon/Edgar C. Marchant/G.W. Bowersock	4.0	0674992024	9780674992023.0	en-US	576.0	19.0	1/1/1925	Harvard University Press
6974	Primary English: Knowledge and Understanding	Jane Medwell/David Wray	3.87	1844450937	9781844450930.0	eng	218.0	1.0	4/1/2007	Learning Matters
6975	The Philosophy of Hegel	Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich	3.37	0075536552	9780075536550.0	eng	552.0	15.0	2/1/1965	McGraw-Hill
6976	Wissenschaft der Logik: Die Lehre Vom Begriff (1816)	Georg Wilhelm Friedrich Hegel	4.78	3787307672	9783787307678.0	ger	337.0	0.0	1/1/1994	F. Meiner
6977	Existentialism from Dostoevsky to Sartre	Walter Kaufmann	4.08	0452009308	9780452009301.0	en-US	384.0	5011.0	3/1/1975	Plume
6978	Anti-Semite and Jew: An Exploration of the Etiology of Hate	Jean-Paul Sartre/Michael Walzer/George J. Becker	3.8	0805210474	9780805210477.0	eng	176.0	631.0	4/25/1995	Schocken
6979	CSS: The Definitive Guide	Eric A. Meyer	4.0	0596527330	9780596527334.0	en-US	518.0	961.0	11/1/2006	O'Reilly Media
6980	Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14)	Hiromu Arakawa/Akira Watanabe	4.59	142151379X	9781421513799.0	eng	192.0	8634.0	8/14/2007	VIZ Media LLC
6981	Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2)	Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower	4.57	1421502224	9781421502229.0	eng	240.0	2779.0	1/10/2006	VIZ Media LLC
6982	Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12)	Hiromu Arakawa/Akira Watanabe	4.6	1421508397	9781421508399.0	eng	192.0	7480.0	3/20/2007	VIZ Media LLC
6983	Programming in C	Stephen G. Kochan	3.96	0672326663	752063326664.0	eng	576.0	222.0	7/8/2004	Sams
6984	Java: An Introduction to Problem Solving and Programming	Walter J. Savitch	3.85	0131492020	9780131492028.0	en-US	1060.0	26.0	12/1/2004	Prentice Hall
6985	Absolute C++	Walter J. Savitch	3.83	0321468937	9780321468932.0	eng	943.0	36.0	3/1/2007	Addison Wesley
6986	The Odyssey	Homer/Edward McCrorie/Richard P. Martin	3.76	0801882672	9780801882678.0	eng	472.0	57.0	8/23/2005	Johns Hopkins University Press
6987	The Odyssey (New Translations from Antiquity)	Homer/Edward McCrorie/Richard P. Martin	3.76	0801868548	9780801868542.0	grc	472.0	6.0	4/8/2004	Johns Hopkins University Press
6988	Bulfinch's Mythology	Thomas Bulfinch/Richard P. Martin	4.1	0062700251	9780062700254.0	eng	768.0	66.0	12/24/1991	Collins Reference
6989	Teaching Reading Comprehension to Students with Learning Difficulties	Janette K. Klingner/Sharon R. Vaughn/Alison Boardman	3.79	1593854463	9781593854461.0	eng	178.0	23.0	4/12/2007	The Guilford Press
6990	Seven Gothic Tales	Isak Dinesen/Karen Blixen	3.93	0141187190	9780141187198.0	eng	368.0	85.0	10/31/2002	Penguin Classics
6991	Last Tales	Isak Dinesen/Karen Blixen	4.11	0679736409	9780679736400.0	eng	352.0	332.0	12/3/1991	Vintage
6992	Isak Dinesen: The Life of a Storyteller	Judith Thurman	4.06	0312135254	9780312135256.0	en-US	512.0	1041.0	10/15/1995	Picador
6993	Out of Africa / Shadows on the Grass	Isak Dinesen/Karen Blixen	4.24	0679724753	9780679724759.0	eng	462.0	9298.0	10/23/1989	Vintage
6994	Letters from Africa  1914-1931	Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born	4.21	0226153118	9780226153117.0	eng	516.0	489.0	4/15/1984	University Of Chicago Press
6995	Witness	Karen Hesse	3.72	0439272009	9780439272001.0	eng	161.0	4667.0	3/1/2003	Scholastic Paperbacks
6996	The Cats In Krasinski Square	Karen Hesse/Wendy Watson	4.13	0439435404	9780439435406.0	eng	32.0	955.0	8/1/2004	Scholastic Press
6997	The Music of Dolphins	Karen Hesse	3.82	0590897985	9780590897983.0	eng	181.0	6015.0	2/1/1998	Scholastic Paperbacks
6998	Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists	Erin McKean	3.59	015601209X	9780156012096.0	eng	372.0	124.0	10/17/2001	Mariner Books
6999	Sisters	Danielle Steel	3.85	0385340222	9780385340229.0	eng	341.0	15495.0	2/13/2007	Delacorte Press
7000	The Long Road Home	Danielle Steel	4.0	0552145025	9780552145022.0	en-GB	476.0	7407.0	3/4/1999	Corgi
7001	Three Plays of Euripides: Alcestis/Medea/The Bacchae	Euripides/Paul Roche	3.97	0393093123	9780393093124.0	eng	144.0	243.0	2/17/1974	W.W. Norton & Company
7002	Leadership Challenge	James M. Kouzes	4.05	0787983500	9780787983505.0	eng	50.0	0.0	12/1/2004	Pfeiffer & Company
7003	The Kestrel (Westmark  #2)	Lloyd Alexander	3.98	0141310693	9780141310695.0	eng	244.0	2742.0	6/10/2002	Firebird Books
7004	The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1)	Richard A. Knaak	3.74	0441014224	9780441014224.0	en-GB	297.0	59.0	7/25/2006	Ace Books
7005	Firedrake (Dragonrealm #1)	Richard A. Knaak	3.78	0595092144	9780595092147.0	eng	276.0	638.0	6/1/2000	Backinprint.com
7006	Night of Blood (Dragonlance: The Minotaur Wars  #1)	Richard A. Knaak/Margaret Weis	3.91	0786931965	9780786931965.0	eng	372.0	1307.0	2/1/2004	Wizards of the Coast
7007	The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2)	Richard A. Knaak	3.91	0441014453	9780441014453.0	en-GB	288.0	43.0	9/26/2006	Ace
7008	Children of the Drake (Dragonrealm: Origins  #2)	Richard A. Knaak	3.88	059509208X	9780595092086.0	eng	292.0	167.0	5/1/2000	Backinprint.com
7009	Sleeping Beauty Trilogy (Sleeping Beauty  #1-3)	A.N. Roquelaure/Anne Rice	3.99	0452156610	9780452156616.0	eng	724.0	10891.0	5/1/1999	Plume
7010	Beauty's Punishment	A.N. Roquelaure/Anne Rice	3.62	0452266629	9780452266629.0	eng	233.0	426.0	6/1/1984	Plume
7011	The Land of the Dead (Tales from the Odyssey  #2)	Mary Pope Osborne/Homer/Troy Howell	3.97	0786809299	9780786809295.0	eng	112.0	400.0	9/1/2003	Little  Brown Books for Young Readers
7012	The One-Eyed Giant (Tales from the Odyssey  #1)	Mary Pope Osborne/Homer/Troy Howell	3.88	0786809280	9780786809288.0	en-US	112.0	782.0	9/1/2003	Little  Brown Books for Young Readers
7013	Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15)	Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca	4.03	0375832211	9780375832215.0	en-GB	128.0	466.0	2/27/2007	Random House Books for Young Readers
7014	The Final Battle (Tales from the Odyssey  #6)	Mary Pope Osborne/Troy Howell	4.08	0786809949	9780786809943.0	en-US	112.0	263.0	7/1/2005	Little  Brown Books for Young Readers
7015	Ancient Greece and the Olympics (Magic Tree House Research Guide  #10)	Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca	4.05	0375823786	9780375823787.0	eng	119.0	1073.0	6/8/2004	Random House Books for Young Readers
7016	Ancient Rome and Pompeii (Magic Tree House Research Guide  #14)	Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca	4.07	0375832203	9780375832208.0	eng	128.0	659.0	4/25/2006	Random House for Young Readers
7017	Haunted Castle on Hallows Eve (Magic Tree House #30)	Mary Pope Osborne/Salvatore Murdocca	4.04	1400091055	9781400091058.0	eng	0.0	7.0	8/10/2004	Listening Library (Audio)
7018	Earthquake in the Early Morning (Magic Tree House  #24)	Mary Pope Osborne/Salvatore Murdocca	3.94	067989070X	9780679890706.0	eng	96.0	6816.0	6/15/2010	Random House for Young Readers
7019	E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition)	E.E. Cummings/George J. Firmage	4.35	0871401525	9780871401526.0	eng	1136.0	19542.0	4/17/1994	Liveright/W.W. Norton & Company  Inc.
7020	Selected Poems	E.E. Cummings/Richard S. Kennedy	4.22	0871401541	9780871401540.0	eng	208.0	12438.0	8/17/2007	Liveright
7021	Tulips & Chimneys	E.E. Cummings/Richard S. Kennedy	4.38	0871401657	9780871401656.0	eng	208.0	1206.0	8/17/1996	Liveright Publishing Corp.
7022	Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol	Dennis Slifer/R. Carlos Nakai	3.69	1423601742	9781423601746.0	eng	240.0	19.0	4/5/2007	Gibbs Smith
7023	The Coal Tattoo	Silas House	4.04	0345480058	9780345480057.0	eng	368.0	1789.0	8/30/2005	Ballantine Books
7024	Clay's Quilt	Silas House	3.95	0345450698	9780345450692.0	eng	320.0	2685.0	2/26/2002	Ballantine Books
7025	Things Pondered: From the Heart of a Lesser Woman	Beth Moore	4.09	0805427317	9780805427318.0	en-US	160.0	283.0	4/1/2004	B Books
7026	Scholastic Success with 4th Grade Workbook	Terry Cooper	4.12	0439569729	9780439569729.0	en-US	416.0	8.0	6/1/2003	Teaching Resources
7027	The Punisher  Vol. 6: Confederacy of Dunces	Garth Ennis	4.0	0785113444	9780785113447.0	eng	144.0	289.0	4/1/2004	Marvel Comics Group
7028	Thunderbird Falls  (Walker Papers  #2)	C.E. Murphy	3.85	0373802358	9780373802357.0	eng	408.0	5729.0	4/25/2006	Luna Books
7029	Coyote Dreams (Walker Papers  #3)	C.E. Murphy	4.0	0373802722	9780373802722.0	eng	408.0	5810.0	4/24/2007	Luna Books
7031	Time for Revolution	Antonio Negri/Matteo Mandarini	3.7	0826479316	9780826479310.0	eng	271.0	45.0	5/1/2005	Bloomsbury Academic
7032	The Philosophy of Antonio Negri  Volume One: Resistance in Practice	Timothy S. Murphy/Abdul-Karim Mustapha	4.12	0745323375	9780745323374.0	eng	265.0	8.0	7/20/2005	Pluto Press
7033	Act of Treason (Mitch Rapp  #9)	Vince Flynn	4.29	0743270371	9780743270373.0	en-US	432.0	38757.0	10/10/2006	Atria Books
7034	Act of Treason (Mitch Rapp  #9)	Vince Flynn	4.29	1416542264	9781416542261.0	eng	467.0	768.0	8/28/2007	Pocket Books
7035	Act of Treason (Mitch Rapp  #9)	Vince Flynn	4.29	1585479004	9781585479009.0	eng	462.0	10.0	1/1/2007	Center Point
7036	President Dad  Volume 2	Ju-Yeon Rhim	3.49	1595322353	9781595322357.0	en-US	168.0	73.0	3/8/2005	TokyoPop
7037	Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports	Mark Fainaru-Wada/Lance Williams	3.81	1592402682	9781592402687.0	en-US	348.0	165.0	3/1/2007	Avery
7039	Dark Water's Embrace (Mictlan  #1)	Stephen Leigh	3.77	0380794780	9780380794782.0	eng	331.0	78.0	3/1/1998	Harper Voyager
7040	In Dark Waters	Mary Burton	3.81	0373274483	9780373274482.0	eng	249.0	95.0	6/28/2005	Silhouette Books
7041	Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest	David McCasland/Oswald Chambers	4.45	1572930500	9781572930506.0	eng	352.0	1372.0	9/1/1998	Our Daily Bread Publishing
7042	Mandie and the Abandoned Mine (Mandie  #8)	Lois Gladys Leppard	3.96	0871239329	9780871239327.0	eng	160.0	1369.0	5/1/1987	Bethany House Publishers
7043	Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets	Gregg Olsen	3.79	0312982011	9780312982010.0	eng	399.0	1458.0	6/16/2003	St. Martin's True Crime
7044	C++ Programmer's Notebook	Jim Keogh/John Shapley Gray	3.0	0130887013	9780130887016.0	eng	528.0	3.0	8/16/2001	Prentice Hall PTR
7045	The Sibley Field Guide to Birds of Western North America	David Allen Sibley	4.69	0679451218	9780679451211.0	en-US	473.0	730.0	4/29/2003	Alfred A. Knopf
7046	The National Geographic Society: 100 Years of Adventure & Discovery	C.D.B. Bryan	4.11	0810982196	9780810982192.0	en-US	528.0	10.0	9/1/2001	Abradale Books/Harry N. Abrams
7047	Park Profiles: Grand Canyon Country (Park Profiles)	National Geographic Society	4.1	0792270320	9780792270324.0	eng	200.0	10.0	1/19/2010	National Geographic
7048	Canada's Incredible Coasts	Donald J. Crump/William R. Gray	3.71	0870448293	9780870448294.0	eng	199.0	7.0	11/1/1993	National Geographic Society
7049	Shout Out Loud! 2	Satosumi Takaguchi	3.95	1598163175	9781598163179.0	eng	194.0	91.0	8/1/2006	Blu
7050	Shout Out Loud! 5	Satosumi Takaguchi	3.93	1598163205	9781598163209.0	en-GB	192.0	83.0	10/1/2007	Blu
7051	Can't Win With You 1	Satosumi Takaguchi/Yukine Honami	3.57	1569708126	9781569708125.0	eng	176.0	77.0	8/15/2007	Digital Manga Publishing
7054	Soups	Norman Kolpas/Allan Rosenberg/Chuck Williams/Laurie Wertz	3.88	0783502508	9780783502502.0	eng	108.0	17.0	5/24/1999	Time-Life Books
7055	Pies and Tarts	Chuck Williams/Laurie Wertz/John Phillip Carroll	3.82	0783502001	9780783502007.0	eng	108.0	18.0	5/24/1999	Time Life Medical
7056	The Fate of Reason: German Philosophy from Kant to Fichte	Frederick C. Beiser	4.52	067429503X	9780674295032.0	eng	410.0	118.0	10/15/1993	Harvard University Press
7057	Michael's Golden Rules	Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson	3.93	0689870167	9780689870163.0	eng	32.0	83.0	1/23/2007	Simon  Schuster/Paula Wiseman Books
7058	Confessions of an Actor	Laurence Olivier	3.69	0671417010	9780671417017.0	eng	348.0	279.0	12/31/1982	Simon & Schuster
7059	For Lust of Knowing: The Orientalists and Their Enemies	Robert Irwin	3.72	0140289232	9780140289237.0	eng	304.0	10.0	1/25/2007	Penguin
7060	The Arabian Nightmare	Robert Irwin	3.84	1585672173	9781585672172.0	eng	282.0	411.0	4/30/2002	Harry N. Abrams
7061	The Plot Against America	Philip Roth	3.77	0224074539	9780224074537.0	eng	391.0	337.0	9/30/2004	Jonathan Cape
7062	Continental Drift	Russell Banks	3.87	0060854944	9780060854942.0	eng	408.0	2824.0	3/13/2007	Harper Perennial Modern Classics
7063	The Darling	Russell Banks	3.78	0060957352	9780060957353.0	en-US	400.0	1986.0	10/11/2005	Harper Perennial
7064	Affliction	Russell Banks/Pierre Furlan	3.99	2742722807	9782742722808.0	fre	486.0	63.0	12/29/1999	Babel
7065	Success Stories	Russell Banks	3.72	0060927194	9780060927196.0	en-US	192.0	155.0	4/26/1996	Harper Perennial
7066	Cloudsplitter	Russell Banks	3.91	0060930861	9780060930868.0	eng	758.0	3618.0	1/27/1999	Harper Perennial
7067	A Multitude of Sins	Richard Ford	3.75	037572656X	9780375726569.0	eng	304.0	1183.0	2/4/2003	Vintage
7068	The Custom of the Country	Edith Wharton/Linda Wagner-Martin	4.03	0143039709	9780143039709.0	eng	370.0	7717.0	9/28/2006	Penguin Classics
7069	Quicksand	Nella Larsen	3.68	0486451402	9780486451404.0	eng	125.0	181.0	9/15/2006	Dover Publications
7070	Their Eyes Were Watching God	Zora Neale Hurston/Ruby Dee	3.91	0060776536	9780060776534.0	en-US	7.0	421.0	11/23/2004	Caedmon
7071	Novels and Stories	Zora Neale Hurston/Cheryl A. Wall	4.37	0940450836	9780940450837.0	eng	1054.0	564.0	2/1/1995	Library of America
7072	Plato on Knowledge and Reality	Nicholas P. White	3.67	0915144220	9780915144228.0	eng	272.0	6.0	6/15/1976	Hackett Publishing Company  Inc.
7073	A Companion to Plato's Republic	Nicholas P. White	3.67	0915144921	9780915144921.0	eng	288.0	25.0	5/1/1979	Hackett Publishing Company  Inc.
7074	Something Rotten (Thursday Next  #4)	Jasper Fforde	4.16	014303541X	9780143035411.0	eng	385.0	27382.0	7/26/2005	Penguin Books
7075	Lost in a Good Book (Thursday Next  #2)	Jasper Fforde	4.14	0142004030	9780142004036.0	eng	399.0	42454.0	2/4/2004	Penguin Books
7076	The Well of Lost Plots (Thursday Next #3)	Jasper Fforde	4.1	0143034359	9780143034353.0	eng	375.0	31540.0	8/3/2004	Penguin Books
7077	First Among Sequels (Thursday Next  #5)	Jasper Fforde	4.02	0670038717	9780670038718.0	eng	363.0	20630.0	7/24/2007	Viking Adult
7078	The Eyre Affair (Thursday Next  #1)	Jasper Fforde	3.91	0142001805	9780142001806.0	eng	374.0	97343.0	2/25/2003	Penguin Books
7079	The Eyre Affair (Thursday Next  #1)	Jasper Fforde	3.91	034073356X	9780340733561.0	eng	373.0	3689.0	7/19/2001	Hodder and Stoughton
7080	Chop Shop (Bug Man  #2)	Tim Downs	4.22	1582294011	9781582294018.0	eng	352.0	923.0	7/1/2004	Howard Books
7081	Shoofly Pie (Bug Man  #1)	Tim Downs	4.18	1582293082	9781582293080.0	eng	371.0	1425.0	7/1/2003	Howard Books
7082	RG Veda  Vol. 01	CLAMP	3.72	1595324844	9781595324849.0	eng	197.0	820.0	4/12/2005	Tokyopop
7083	Augustine	Henry Chadwick	3.71	0192875345	9780192875341.0	eng	128.0	14.0	6/19/1986	Oxford University Press  USA
7084	The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church)	Henry Chadwick	4.19	0199265771	9780199265770.0	en-GB	744.0	15.0	7/3/2003	OUP Oxford
7085	East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church)	Henry Chadwick	3.88	0199280169	9780199280162.0	en-US	316.0	4.0	5/12/2005	OUP Oxford
7086	Satan in Goray	Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse	3.85	0374524793	9780374524791.0	eng	288.0	853.0	7/31/1996	Farrar  Straus and Giroux
7087	Lights Out	Peter Abrahams	3.65	0345445783	9780345445780.0	eng	352.0	208.0	6/25/2002	Fawcett Books
7088	Behind the Curtain (Echo Falls  #2)	Peter Abrahams	3.9	0060737042	9780060737047.0	en-US	352.0	30.0	4/25/2006	HarperCollins
7089	Red Message	Peter Abrahams	3.12	0380898039	9780380898039.0	eng	320.0	8.0	4/1/1986	Avon Books
7090	Her Smoke Rose Up Forever	James Tiptree Jr.	4.21	1892391201	9781892391209.0	eng	508.0	3190.0	11/1/2004	Tachyon Publications
7091	The Starry Rift	James Tiptree Jr.	3.81	0312890214	9780312890216.0	eng	250.0	232.0	9/1/1994	Orb Books
7092	Teaching to Transgress: Education as the Practice of Freedom	bell hooks	4.37	0415908086	9780415908085.0	eng	216.0	5162.0	9/14/1994	Routledge
7094	The Roman Empire	Colin      Wells	3.58	0674777700	9780674777705.0	en-US	384.0	110.0	8/11/1995	Harvard University Press
7095	Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office	Jen Lancaster	3.9	0451217608	9780451217608.0	eng	400.0	44607.0	3/7/2006	NAL
7096	Economics	Paul Krugman/Robin Wells	3.99	0716799561	9780716799566.0	eng	1088.0	120.0	4/6/2007	Worth Publishers
7097	Development  Geography  and Economic Theory	Paul Krugman	4.0	026261135X	9780262611350.0	eng	127.0	81.0	8/21/1997	MIT Press
7098	Pop Internationalism	Paul Krugman	3.68	0262611333	9780262611336.0	eng	221.0	310.0	2/24/1997	MIT Press
7099	An Unquiet Grave (Louis Kincaid  #7)	P.J. Parrish	4.13	0786016078	9780786016075.0	eng	384.0	614.0	2/1/2006	Pinnacle
7100	Island Of Bones (Louis Kincaid  #5)	P.J. Parrish	4.02	0786016051	9780786016051.0	eng	384.0	586.0	1/1/2004	Pinnacle
7101	Dead Of Winter (Louis Kincaid  #2)	P.J. Parrish	3.95	0786011890	9780786011896.0	eng	416.0	773.0	1/1/2001	Pinnacle
7102	Thicker Than Water (Louis Kincaid  #4)	P.J. Parrish	4.09	0786014202	9780786014200.0	eng	380.0	414.0	1/1/2003	Pinnacle
7103	Teleportation: From Star Trek to Tesla	Commander X/Tim R. Swartz	2.83	1892062437	9781892062437.0	eng	139.0	2.0	8/20/2012	Inner Light - Global Communications
7104	Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow	Zak Smith/Steve Erickson	4.1	0977312798	9780977312795.0	en-GB	784.0	490.0	11/30/2006	Tin House Books
7105	Sailing the Wine-Dark Sea: Why the Greeks Matter	Thomas Cahill	3.77	0385495544	9780385495547.0	eng	352.0	2470.0	7/27/2004	Anchor
7106	The Gospel According to Luke	Anonymous/Thomas Cahill	4.64	0802136184	9780802136183.0	eng	81.0	169.0	10/29/1999	Grove Press
